X,Y,Z
71,67,46
71,67,46
71,67,44
71,67,44
71,65,48
71,65,48
71,65,53
71,65,53
72,68,56
72,68,56
72,62,56
72,62,56
72,63,55
72,63,55
72,63,55
72,63,55
